name,hp,atk,def,spa,spd,spe,weight,height,types,abilities,formats,isNonstandard,oob
Tauros-Paldea-Blaze,75,110,105,30,70,100,85,1.4,"['Fighting', 'Fire']","['Intimidate', 'Anger Point', 'Cud Chew']",['PU'],Standard,"{'dex_number': 128, 'evos': [], 'alts': [], 'genfamily': ['SV']}"
Tauros-Paldea-Combat,75,110,105,30,70,100,115,1.4,['Fighting'],"['Intimidate', 'Anger Point', 'Cud Chew']",['ZU'],Standard,"{'dex_number': 128, 'evos': [], 'alts': [], 'genfamily': ['SV']}"
Magikarp,20,10,55,15,20,80,10,0.9,['Water'],"['Swift Swim', 'Rattled']",['LC'],Standard,"{'dex_number': 129, 'evos': ['Gyarados'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Weedle,40,35,30,20,20,50,3.2,0.3,"['Bug', 'Poison']","['Shield Dust', 'Run Away']",['National Dex'],NatDex,"{'dex_number': 13, 'evos': ['Kakuna'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Gyarados,95,125,79,60,100,81,235,6.5,"['Water', 'Flying']","['Intimidate', 'Moxie']",['NUBL'],Standard,"{'dex_number': 130, 'evos': [], 'alts': ['Gyarados-Mega'], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Lapras,130,85,80,85,95,60,220,2.5,"['Water', 'Ice']","['Water Absorb', 'Shell Armor', 'Hydration']",['ZU'],Standard,"{'dex_number': 131, 'evos': [], 'alts': ['Lapras-Gmax'], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Ditto,48,48,48,48,48,48,4,0.3,['Normal'],"['Limber', 'Imposter']",['ZU'],Standard,"{'dex_number': 132, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Eevee,55,55,50,45,65,55,6.5,0.3,['Normal'],"['Run Away', 'Adaptability', 'Anticipation']",['LC'],Standard,"{'dex_number': 133, 'evos': ['Espeon', 'Flareon', 'Glaceon', 'Jolteon', 'Leafeon', 'Sylveon', 'Umbreon', 'Vaporeon'], 'alts': ['Eevee-Gmax'], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Eevee-Starter,65,75,70,65,85,75,6.5,0.3,['Normal'],"['Run Away', 'Adaptability', 'Anticipation']",['National Dex'],NatDex,"{'dex_number': 133, 'evos': [], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Vaporeon,130,65,60,110,95,65,29,1,['Water'],"['Water Absorb', 'Hydration']",['NU'],Standard,"{'dex_number': 134, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Jolteon,65,65,60,110,95,130,24.5,0.8,['Electric'],"['Volt Absorb', 'Quick Feet']",['PU'],Standard,"{'dex_number': 135, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Flareon,65,130,60,95,110,65,25,0.9,['Fire'],"['Flash Fire', 'Guts']",['ZU'],Standard,"{'dex_number': 136, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Porygon,65,60,70,85,75,40,36.5,0.8,['Normal'],"['Trace', 'Download', 'Analytic']",['NFE'],Standard,"{'dex_number': 137, 'evos': ['Porygon2'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Omanyte,35,40,100,90,55,35,7.5,0.4,"['Rock', 'Water']","['Swift Swim', 'Shell Armor', 'Weak Armor']",['National Dex'],NatDex,"{'dex_number': 138, 'evos': ['Omastar'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Omastar,70,60,125,115,70,55,35,1,"['Rock', 'Water']","['Swift Swim', 'Shell Armor', 'Weak Armor']",['National Dex'],NatDex,"{'dex_number': 139, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Kakuna,45,25,50,25,25,35,10,0.6,"['Bug', 'Poison']",['Shed Skin'],['National Dex'],NatDex,"{'dex_number': 14, 'evos': ['Beedrill'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Kabuto,30,80,90,55,45,55,11.5,0.5,"['Rock', 'Water']","['Swift Swim', 'Battle Armor', 'Weak Armor']",['National Dex'],NatDex,"{'dex_number': 140, 'evos': ['Kabutops'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Kabutops,60,115,105,65,70,80,40.5,1.3,"['Rock', 'Water']","['Swift Swim', 'Battle Armor', 'Weak Armor']",['National Dex'],NatDex,"{'dex_number': 141, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Aerodactyl,80,105,65,60,75,130,59,1.8,"['Rock', 'Flying']","['Rock Head', 'Pressure', 'Unnerve']",['National Dex'],NatDex,"{'dex_number': 142, 'evos': [], 'alts': ['Aerodactyl-Mega'], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Snorlax,160,110,65,65,110,30,460,2.1,['Normal'],"['Immunity', 'Thick Fat', 'Gluttony']",['PU'],Standard,"{'dex_number': 143, 'evos': [], 'alts': ['Snorlax-Gmax'], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Articuno,90,85,100,95,125,85,55.4,1.7,"['Ice', 'Flying']","['Pressure', 'Snow Cloak']",['ZU'],Standard,"{'dex_number': 144, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Articuno-Galar,90,85,85,125,100,95,50.9,1.7,"['Psychic', 'Flying']",['Competitive'],['PU'],Standard,"{'dex_number': 144, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Zapdos,90,90,85,125,90,100,52.6,1.6,"['Electric', 'Flying']","['Pressure', 'Static']",['UU'],Standard,"{'dex_number': 145, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Zapdos-Galar,90,125,90,85,90,100,58.2,1.6,"['Fighting', 'Flying']",['Defiant'],['RU'],Standard,"{'dex_number': 145, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Moltres,90,100,90,125,85,90,60,2,"['Fire', 'Flying']","['Pressure', 'Flame Body']",['RU'],Standard,"{'dex_number': 146, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Moltres-Galar,90,85,90,100,125,90,66,2,"['Dark', 'Flying']",['Berserk'],['UUBL'],Standard,"{'dex_number': 146, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Dratini,41,64,45,50,50,50,3.3,1.8,['Dragon'],"['Shed Skin', 'Marvel Scale']",['LC'],Standard,"{'dex_number': 147, 'evos': ['Dragonair'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Dragonair,61,84,65,70,70,70,16.5,4,['Dragon'],"['Shed Skin', 'Marvel Scale']",['NFE'],Standard,"{'dex_number': 148, 'evos': ['Dragonite'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Dragonite,91,134,95,100,100,80,210,2.2,"['Dragon', 'Flying']","['Inner Focus', 'Multiscale']",['OU'],Standard,"{'dex_number': 149, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Beedrill,65,90,40,45,80,75,29.5,1,"['Bug', 'Poison']","['Swarm', 'Sniper']",['National Dex'],NatDex,"{'dex_number': 15, 'evos': [], 'alts': ['Beedrill-Mega'], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Mewtwo,106,110,90,154,90,130,122,2,['Psychic'],"['Pressure', 'Unnerve']",['Uber'],Standard,"{'dex_number': 150, 'evos': [], 'alts': ['Mewtwo-Mega-Y', 'Mewtwo-Mega-X'], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Mew,100,100,100,100,100,100,4,0.4,['Psychic'],['Synchronize'],['NU'],Standard,"{'dex_number': 151, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Chikorita,45,49,65,49,65,45,6.4,0.9,['Grass'],"['Overgrow', 'Leaf Guard']",['LC'],Standard,"{'dex_number': 152, 'evos': ['Bayleef'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Bayleef,60,62,80,63,80,60,15.8,1.2,['Grass'],"['Overgrow', 'Leaf Guard']",['NFE'],Standard,"{'dex_number': 153, 'evos': ['Meganium'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Meganium,80,82,100,83,100,80,100.5,1.8,['Grass'],"['Overgrow', 'Leaf Guard']",['ZU'],Standard,"{'dex_number': 154, 'evos': [], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Cyndaquil,39,52,43,60,50,65,7.9,0.5,['Fire'],"['Blaze', 'Flash Fire']",['LC'],Standard,"{'dex_number': 155, 'evos': ['Quilava'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Quilava,58,64,58,80,65,80,19,0.9,['Fire'],"['Blaze', 'Flash Fire']",['NFE'],Standard,"{'dex_number': 156, 'evos': ['Typhlosion', 'Typhlosion-Hisui'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Typhlosion,78,84,78,109,85,100,79.5,1.7,['Fire'],"['Blaze', 'Flash Fire']",['PU'],Standard,"{'dex_number': 157, 'evos': [], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Typhlosion-Hisui,73,84,78,119,85,95,69.8,1.6,"['Fire', 'Ghost']","['Blaze', 'Frisk']",['NU'],Standard,"{'dex_number': 157, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Totodile,50,65,64,44,48,43,9.5,0.6,['Water'],"['Torrent', 'Sheer Force']",['LC'],Standard,"{'dex_number': 158, 'evos': ['Croconaw'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Croconaw,65,80,80,59,63,58,25,1.1,['Water'],"['Torrent', 'Sheer Force']",['NFE'],Standard,"{'dex_number': 159, 'evos': ['Feraligatr'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Pidgey,40,45,40,35,35,56,1.8,0.3,"['Normal', 'Flying']","['Keen Eye', 'Tangled Feet', 'Big Pecks']",['National Dex'],NatDex,"{'dex_number': 16, 'evos': ['Pidgeotto'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Feraligatr,85,105,100,79,83,78,88.8,2.3,['Water'],"['Torrent', 'Sheer Force']",['NU'],Standard,"{'dex_number': 160, 'evos': [], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Sentret,35,46,34,35,45,20,6,0.8,['Normal'],"['Run Away', 'Keen Eye', 'Frisk']",['LC'],Standard,"{'dex_number': 161, 'evos': ['Furret'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Furret,85,76,64,45,55,90,32.5,1.8,['Normal'],"['Run Away', 'Keen Eye', 'Frisk']",['ZU'],Standard,"{'dex_number': 162, 'evos': [], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Hoothoot,60,30,30,36,56,50,21.2,0.7,"['Normal', 'Flying']","['Insomnia', 'Keen Eye', 'Tinted Lens']",['LC'],Standard,"{'dex_number': 163, 'evos': ['Noctowl'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Noctowl,100,50,50,86,96,70,40.8,1.6,"['Normal', 'Flying']","['Insomnia', 'Keen Eye', 'Tinted Lens']",['ZU'],Standard,"{'dex_number': 164, 'evos': [], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Ledyba,40,20,30,40,80,55,10.8,1,"['Bug', 'Flying']","['Swarm', 'Early Bird', 'Rattled']",['National Dex'],NatDex,"{'dex_number': 165, 'evos': ['Ledian'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Ledian,55,35,50,55,110,85,35.6,1.4,"['Bug', 'Flying']","['Swarm', 'Early Bird', 'Iron Fist']",['National Dex'],NatDex,"{'dex_number': 166, 'evos': [], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Spinarak,40,60,40,40,40,30,8.5,0.5,"['Bug', 'Poison']","['Swarm', 'Insomnia', 'Sniper']",['LC'],Standard,"{'dex_number': 167, 'evos': ['Ariados'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Ariados,70,90,70,60,70,40,33.5,1.1,"['Bug', 'Poison']","['Swarm', 'Insomnia', 'Sniper']",['ZU'],Standard,"{'dex_number': 168, 'evos': [], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Crobat,85,90,80,70,80,130,75,1.8,"['Poison', 'Flying']","['Inner Focus', 'Infiltrator']",['National Dex'],NatDex,"{'dex_number': 169, 'evos': [], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Pidgeotto,63,60,55,50,50,71,30,1.1,"['Normal', 'Flying']","['Keen Eye', 'Tangled Feet', 'Big Pecks']",['National Dex'],NatDex,"{'dex_number': 17, 'evos': ['Pidgeot'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Chinchou,75,38,38,56,56,67,12,0.5,"['Water', 'Electric']","['Volt Absorb', 'Illuminate', 'Water Absorb']",['LC'],Standard,"{'dex_number': 170, 'evos': ['Lanturn'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Lanturn,125,58,58,76,76,67,22.5,1.2,"['Water', 'Electric']","['Volt Absorb', 'Illuminate', 'Water Absorb']",['PU'],Standard,"{'dex_number': 171, 'evos': [], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Pichu,20,40,15,35,35,60,2,0.3,['Electric'],"['Static', 'Lightning Rod']",['LC'],Standard,"{'dex_number': 172, 'evos': ['Pikachu'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Cleffa,50,25,28,45,55,15,3,0.3,['Fairy'],"['Cute Charm', 'Magic Guard', 'Friend Guard']",['LC'],Standard,"{'dex_number': 173, 'evos': ['Clefairy'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Igglybuff,90,30,15,40,20,15,1,0.3,"['Normal', 'Fairy']","['Cute Charm', 'Competitive', 'Friend Guard']",['LC'],Standard,"{'dex_number': 174, 'evos': ['Jigglypuff'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Togepi,35,20,65,40,65,20,1.5,0.3,['Fairy'],"['Hustle', 'Serene Grace', 'Super Luck']",['National Dex'],NatDex,"{'dex_number': 175, 'evos': ['Togetic'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Togetic,55,40,85,80,105,40,3.2,0.6,"['Fairy', 'Flying']","['Hustle', 'Serene Grace', 'Super Luck']",['National Dex'],NatDex,"{'dex_number': 176, 'evos': ['Togekiss'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Natu,40,50,45,70,45,70,2,0.2,"['Psychic', 'Flying']","['Synchronize', 'Early Bird', 'Magic Bounce']",['National Dex'],NatDex,"{'dex_number': 177, 'evos': ['Xatu'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Xatu,65,75,70,95,70,95,15,1.5,"['Psychic', 'Flying']","['Synchronize', 'Early Bird', 'Magic Bounce']",['National Dex'],NatDex,"{'dex_number': 178, 'evos': [], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Mareep,55,40,40,65,45,35,7.8,0.6,['Electric'],"['Static', 'Plus']",['LC'],Standard,"{'dex_number': 179, 'evos': ['Flaaffy'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Pidgeot,83,80,75,70,70,101,39.5,1.5,"['Normal', 'Flying']","['Keen Eye', 'Tangled Feet', 'Big Pecks']",['National Dex'],NatDex,"{'dex_number': 18, 'evos': [], 'alts': ['Pidgeot-Mega'], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Flaaffy,70,55,55,80,60,45,13.3,0.8,['Electric'],"['Static', 'Plus']",['NFE'],Standard,"{'dex_number': 180, 'evos': ['Ampharos'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Ampharos,90,75,85,115,90,55,61.5,1.4,['Electric'],"['Static', 'Plus']",['ZU'],Standard,"{'dex_number': 181, 'evos': [], 'alts': ['Ampharos-Mega'], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Bellossom,75,80,95,90,100,50,5.8,0.4,['Grass'],"['Chlorophyll', 'Healer']",['ZU'],Standard,"{'dex_number': 182, 'evos': [], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Marill,70,20,50,20,50,40,8.5,0.4,"['Water', 'Fairy']","['Thick Fat', 'Huge Power', 'Sap Sipper']",['NFE'],Standard,"{'dex_number': 183, 'evos': ['Azumarill'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Azumarill,100,50,80,60,80,50,28.5,0.8,"['Water', 'Fairy']","['Thick Fat', 'Huge Power', 'Sap Sipper']",['UU'],Standard,"{'dex_number': 184, 'evos': [], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Sudowoodo,70,100,115,30,65,30,38,1.2,['Rock'],"['Sturdy', 'Rock Head', 'Rattled']",['ZU'],Standard,"{'dex_number': 185, 'evos': [], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Politoed,90,75,75,90,100,70,33.9,1.1,['Water'],"['Water Absorb', 'Damp', 'Drizzle']",['RU'],Standard,"{'dex_number': 186, 'evos': [], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Hoppip,35,35,40,35,55,50,0.5,0.4,"['Grass', 'Flying']","['Chlorophyll', 'Leaf Guard', 'Infiltrator']",['LC'],Standard,"{'dex_number': 187, 'evos': ['Skiploom'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Skiploom,55,45,50,45,65,80,1,0.6,"['Grass', 'Flying']","['Chlorophyll', 'Leaf Guard', 'Infiltrator']",['NFE'],Standard,"{'dex_number': 188, 'evos': ['Jumpluff'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Jumpluff,75,55,70,55,95,110,3,0.8,"['Grass', 'Flying']","['Chlorophyll', 'Leaf Guard', 'Infiltrator']",['ZU'],Standard,"{'dex_number': 189, 'evos': [], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Rattata,30,56,35,25,35,72,3.5,0.3,['Normal'],"['Run Away', 'Guts', 'Hustle']",['National Dex'],NatDex,"{'dex_number': 19, 'evos': ['Raticate'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Rattata-Alola,30,56,35,25,35,72,3.8,0.3,"['Dark', 'Normal']","['Gluttony', 'Hustle', 'Thick Fat']",['National Dex'],NatDex,"{'dex_number': 19, 'evos': ['Raticate-Alola'], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Aipom,55,70,55,40,55,85,11.5,0.8,['Normal'],"['Run Away', 'Pickup', 'Skill Link']",['NFE'],Standard,"{'dex_number': 190, 'evos': ['Ambipom'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Sunkern,30,30,30,30,30,30,1.8,0.3,['Grass'],"['Chlorophyll', 'Solar Power', 'Early Bird']",['LC'],Standard,"{'dex_number': 191, 'evos': ['Sunflora'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Sunflora,75,75,55,105,85,30,8.5,0.8,['Grass'],"['Chlorophyll', 'Solar Power', 'Early Bird']",['ZU'],Standard,"{'dex_number': 192, 'evos': [], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Yanma,65,65,45,75,45,95,38,1.2,"['Bug', 'Flying']","['Speed Boost', 'Compound Eyes', 'Frisk']",['NFE'],Standard,"{'dex_number': 193, 'evos': ['Yanmega'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Wooper,55,45,45,25,25,15,8.5,0.4,"['Water', 'Ground']","['Damp', 'Water Absorb', 'Unaware']",['LC'],Standard,"{'dex_number': 194, 'evos': ['Quagsire'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Wooper-Paldea,55,45,45,25,25,15,11,0.4,"['Poison', 'Ground']","['Poison Point', 'Water Absorb', 'Unaware']",['LC'],Standard,"{'dex_number': 194, 'evos': ['Clodsire'], 'alts': [], 'genfamily': ['SV']}"
Quagsire,95,85,85,65,65,35,75,1.4,"['Water', 'Ground']","['Damp', 'Water Absorb', 'Unaware']",['NU'],Standard,"{'dex_number': 195, 'evos': [], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Espeon,65,65,60,130,95,110,26.5,0.9,['Psychic'],"['Synchronize', 'Magic Bounce']",['NU'],Standard,"{'dex_number': 196, 'evos': [], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Umbreon,95,65,110,60,130,65,27,1,['Dark'],"['Synchronize', 'Inner Focus']",['NU'],Standard,"{'dex_number': 197, 'evos': [], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Murkrow,60,85,42,85,42,91,2.1,0.5,"['Dark', 'Flying']","['Insomnia', 'Super Luck', 'Prankster']",['NFE'],Standard,"{'dex_number': 198, 'evos': ['Honchkrow'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Slowking,95,75,80,100,110,30,79.5,2,"['Water', 'Psychic']","['Oblivious', 'Own Tempo', 'Regenerator']",['UU'],Standard,"{'dex_number': 199, 'evos': [], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Slowking-Galar,95,65,80,110,110,30,79.5,1.8,"['Poison', 'Psychic']","['Curious Medicine', 'Own Tempo', 'Regenerator']",['OU'],Standard,"{'dex_number': 199, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Ivysaur,60,62,63,80,80,60,13,1,"['Grass', 'Poison']","['Overgrow', 'Chlorophyll']",['NFE'],Standard,"{'dex_number': 2, 'evos': ['Venusaur'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Raticate,55,81,60,50,70,97,18.5,0.7,['Normal'],"['Run Away', 'Guts', 'Hustle']",['National Dex'],NatDex,"{'dex_number': 20, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Raticate-Alola,75,71,70,40,80,77,25.5,0.7,"['Dark', 'Normal']","['Gluttony', 'Hustle', 'Thick Fat']",['National Dex'],NatDex,"{'dex_number': 20, 'evos': [], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Raticate-Alola-Totem,75,71,70,40,80,77,105,1.4,"['Dark', 'Normal']",['Thick Fat'],['National Dex'],NatDex,"{'dex_number': 20, 'evos': [], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Misdreavus,60,60,60,85,85,85,1,0.7,['Ghost'],['Levitate'],['NFE'],Standard,"{'dex_number': 200, 'evos': ['Mismagius'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Unown,48,72,48,72,48,48,5,0.5,['Psychic'],['Levitate'],['National Dex'],NatDex,"{'dex_number': 201, 'evos': [], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Wobbuffet,190,33,58,33,58,33,28.5,1.3,['Psychic'],"['Shadow Tag', 'Telepathy']",['National Dex'],NatDex,"{'dex_number': 202, 'evos': [], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Girafarig,70,80,65,90,65,85,41.5,1.5,"['Normal', 'Psychic']","['Inner Focus', 'Early Bird', 'Sap Sipper']",['NFE'],Standard,"{'dex_number': 203, 'evos': ['Farigiraf'], 'alts': [], 'genfamily': ['GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
